Item Number,Item Name,Buy,Sell,Inventory,Asset Acct,Income Acct,Expense/COS Acct,Description,Use Desc. On Invoice,Custom List 1,Custom List 2,Custom List 3,Custom Field 1,Custom Field 2,Custom Field 3,Primary Supplier,Supplier Item Number,Tax Code When Bought,Buy Unit Measure,No. Items/Buy Unit,Reorder Quantity,Minimum Level,Selling Price,Sell Unit Measure,Tax Code When Sold,Sell Price Inclusive,Sales Tax Calc. Method,No. Items/Sell Unit,Quantity Break 1,Quantity Break 2,Quantity Break 3,Quantity Break 4,Quantity Break 5,"Price Level A, Qty Break 1","Price Level B, Qty Break 1","Price Level C, Qty Break 1","Price Level D, Qty Break 1","Price Level E, Qty Break 1","Price Level F, Qty Break 1","Price Level A, Qty Break 2","Price Level B, Qty Break 2","Price Level C, Qty Break 2","Price Level D, Qty Break 2","Price Level E, Qty Break 2","Price Level F, Qty Break 2","Price Level A, Qty Break 3","Price Level B, Qty Break 3","Price Level C, Qty Break 3","Price Level D, Qty Break 3","Price Level E, Qty Break 3","Price Level F, Qty Break 3","Price Level A, Qty Break 4","Price Level B, Qty Break 4","Price Level C, Qty Break 4","Price Level D, Qty Break 4","Price Level E, Qty Break 4","Price Level F, Qty Break 4","Price Level A, Qty Break 5","Price Level B, Qty Break 5","Price Level C, Qty Break 5","Price Level D, Qty Break 5","Price Level E, Qty Break 5","Price Level F, Qty Break 5",Inactive Item,Standard Cost,Default Ship/Sell Location,Default Recvd/Auto Location
CF0236,TA.4oz White 62rim LID,B,S,I,11591,41071,51081,4oz White PLA Lid-Compostable,X,Cups,Paper Coffee Cups & Lids ECO,NIL,SLV,50/SLV x 20,,Tailored Packaging (WA) Pty Ltd,CP4LIDW,GST,CTN,20,0,0,3.75,SLV,GST,,0,1,0,0,0,0,0,3.75,3.6,3.6,3.6,3.6,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,55.44,,
CF0237,TA.4oz Black 62rim LID,B,S,I,11591,41071,51081,4oz Black PLA Lid-Compostable,X,Cups,Paper Coffee Cups & Lids ECO,NIL,SLV,50/SLV x 20,,Tailored Packaging (WA) Pty Ltd,CP4LIDB,GST,CTN,20,0,0,3.75,SLV,GST,,0,1,0,0,0,0,0,3.75,3.6,3.6,3.6,3.6,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,55.44,,
CF0238,TA.6/8oz Black 80rim LID,B,S,I,11591,41071,51081,6/8oz Black PLA Lid-Compostable,X,Cups,Paper Coffee Cups & Lids ECO,NIL,SLV,50/SLV x 20,,Tailored Packaging (WA) Pty Ltd,CP8LIDB,GST,CTN,20,0,0,2.17,SLV,GST,,0,1,0,0,0,0,0,2.17,2.08,2.08,2.08,2.08,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,32.07,,
CF0239,TA.6/8oz White 80rim LID,B,S,I,11591,41071,51081,6/8oz White PLA Lid-Compostable,X,Cups,Paper Coffee Cups & Lids ECO,NIL,SLV,50/SLV x 20,,Tailored Packaging (WA) Pty Ltd,CP8LIDW,GST,CTN,20,0,0,2.17,SLV,GST,,0,1,0,0,0,0,0,2.17,2.08,2.08,2.08,2.08,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,32.07,,
CF0240,TA.8S/12/16oz Black 90rim LID,B,S,I,11591,41071,51081,8S/12/16oz Black PLA Lid-Compostable,X,Cups,Paper Coffee Cups & Lids ECO,NIL,SLV,50/SLV x 20,,Tailored Packaging (WA) Pty Ltd,CP12LIDB,GST,CTN,20,0,0,3.93,SLV,GST,,0,1,0,0,0,0,0,3.932,2.43,2.43,2.43,2.43,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,60.5,,
CF0241,TA.8S/12/16oz White 90rim LID,B,S,I,11591,41071,51081,8S/12/16oz White PLA Lid-Compostable,X,Cups,Paper Coffee Cups & Lids ECO,NIL,SLV,50/SLV x 20,,Tailored Packaging (WA) Pty Ltd,CP12LIDW,GST,CTN,20,0,0,3.93,SLV,GST,,0,1,0,0,0,0,0,3.932,2.43,2.43,2.43,2.43,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,60.5,,
WMPHL012FC,12oz Foam cup costwise x500,B,S,I,11591,41071,51081,C1A 25pcsX20pks,,,,NIL,,,,MPM Marketing Service,HL012FC,GST,1,1,0,0,59.65,1,GST,X,0,1,0,0,0,0,0,59.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,32.08,,
WMPD12JL,12 oz foam cup lid,B,S,I,11591,41071,51081,C1A 100pcs X 10pks,,,,NIL,,,,MPM Marketing Service,D12JL,GST,1,1,0,0,87.9,1,GST,X,0,1,0,0,0,0,0,87.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,43.76,,
WFPCDLSML,Lid Pet Dome 200 - 350,B,S,I,11591,41071,51081,E1,,,,NIL,,,,,CDLSML,GST,1,1,0,0,66.08,1,GST,,0,1,0,0,0,0,0,66.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,38.11,,
WATRROLL,Till roll 80x80,B,S,I,11591,41071,51081,24rolls/carton,,,,NIL,,,,,,GST,1,1,0,0,0,1,GST,X,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,0,,
WMP16MJ3220,Foam Soup Cup,B,S,I,11591,41071,51081,,,,,NIL,,,,,16MJ3220,GST,1,1,0,0,69.18,1,GST,,0,1,0,0,0,0,0,69.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,55.34,,
WMP32RL,Foam soup cup Lid,B,S,I,11591,41071,51081,,,,,NIL,,,,,32RL,GST,1,1,0,0,77,1,GST,,0,1,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,53.85,,
WMPCAIC4,Ice Cream Cup,B,S,I,11591,41071,51081,B2,,,,NIL,,,,MPM Marketing Service,CA-IC4,GST,1,1,0,0,67.49,1,GST,X,0,1,0,0,0,0,0,67.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,53.99,,
CHIP0032,MP.CA-CBLX068.Lge Chip Box,B,S,I,11591,41071,51081,Large Chip Box Bulk Packed\r\n Hot Food 2 Go \r\n Large\r\n104 x 57 x 150 mm,X,Paper Containers and boxes,Snack Boxes & chip cups,Containers,CTN,250/CTN,NIL,MPM Marketing Service,CA-CBLX068,GST,CTN,1,0,0,31.48,CTN,GST,,0,1,0,0,0,0,0,31.48,29.5,29.5,29.5,29.5,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,23.28,,
WHS5401080,Bib Apron pvc Blue860x680 Shor,B,S,I,11591,41071,51081,,,,,NIL,,,,,,GST,1,1,0,0,19.5,1,GST,,0,1,0,0,0,0,0,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,15.4,,
WJO2073740,Advance Foam Soap,B,S,I,11591,41071,51081,6X1L,,,,NIL,,,,,,GST,1,1,0,0,65,1,GST,,0,1,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,44.91,,
WJO2071480,Safe Hands,B,S,I,11591,41071,51081,6X1L,,,,NIL,,,,,,GST,1,1,0,0,51,1,GST,,0,1,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,25.7,,
WJO2044130,Lemon Bleach Clean 3x5L,B,S,I,11591,41071,51081,3X5L,,,,NIL,,,,,,GST,1,1,0,0,42,0.33,GST,,0,1,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,29.83,,
WMPCA9RND,Plate Plst 9'' WHT RND,B,S,I,11591,41071,51081,D5B 500pcs,,,,NIL,,,,,CA-9RND,GST,1,1,0,0,48.4,1,GST,,0,1,0,0,0,0,0,48.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,38.72,,
WMPCANAPCUT3,Cutlery pack K/F/D Napkin,B,S,I,11591,41071,51081,D6A 500pcs,,,,NIL,,,,MPM Marketing Service,CA-NAPCUT3,GST,1,1,0,0,49.5,1,GST,,0,1,0,0,0,0,0,49.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,39.6,,
WMPCAMDBL043,Easy pick G/bag H/D 240L,B,S,I,11591,41071,51081,C1 25pcs X 8pks,,,,NIL,,,,MPM Marketing Service,CA-MDBL043,GST,1,1,0,0,124.25,1,GST,,0,1,0,0,0,0,0,124.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,66.81,,
WFPFST1411HBK,"FST Foam Tray BLK 14''x11""""",B,S,I,11591,41071,51081,D4B 140pcs,,,,NIL,,,,,FST1411HBK,GST,1,1,0,0,59,1,GST,,0,1,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,46.64,,
WFPCPR3018,P/Roll XL 460x250x100,B,S,I,11591,41071,51081,IA 6roll/carton,,,,NIL,,,,,CPR3018,GST,1,1,0,0,55.6,1,GST,,0,1,0,0,0,0,0,55.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,44.48,,
WFPPL1411DL,Lid Plastic T/S PLIX14X11,B,S,I,11591,41071,51081,140pcs,,,,NIL,,,,,PL1411DL,GST,1,1,0,0,102,1,GST,,0,1,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,81.62,,
WJO2210130,BC1 Cleaner Sanitiser,B,S,I,11591,41071,51081,3X5L/carton,,,,NIL,,,,,,GST,1,1,0,0,61.46,1,GST,,0,1,0,0,0,0,0,61.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,35.04,,
WBUGJ577004,Purell Sanitsr Gel 70% 1.2L,B,S,I,11591,41071,51081,4BOTTLES/CARTON,,,,NIL,,,,,,GST,1,1,0,0,118,1,GST,,0,1,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,113.34,,
WJO2000040,ADW35 Warewash Powder 10kg,B,S,I,11591,41071,51081,,,,,NIL,,,,,,GST,1,1,0,0,47,1,GST,,0,1,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,39.82,,
WIK50097995,Small Candle 100pcs,B,S,I,11591,41071,51081,100pcs/pk,,,,NIL,,,,,,GST,1,1,0,0,8,1,GST,,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,4.95,,
CLN0012,OTS.SC001C-S/Steel Scour 50G,B,S,I,11591,41071,51081,Stainless Steel Scour 50G,X,Cleaning tools,Steel Scour,NIL,UNIT,48/CTN,,E.D. Oates Pty Ltd,SC-001C,GST,UNIT,1,0,0,0.99,UNIT,GST,,0,1,0,0,0,0,0,0.99,1.6,1.6,1.6,1.6,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0.73,,
WJO2073630,Safe Hand 5L,B,S,I,11591,41071,51081,3X5L/carton,,,,NIL,,,,,,FRE,1,1,0,0,54,1,GST,,0,1,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,37.73,,
CLN0013,OTS.MHVA01B-Value MOP 400G Blu,B,S,I,11591,41071,51081,Value MOP 400G Blue 12/CTN\r\n,X,Cleaning tools,Mop Heads,NIL,UNIT,12/CTN,,E.D. Oates Pty Ltd,MH-VA-01B,GST,UNIT,1,0,0,7.73,UNIT,GST,,0,1,0,0,0,0,0,7.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,5.72,,
WFPCFC488,Foil Large Cont Rect 3KG,B,S,I,11591,41071,51081,C10A 200pcs/carton;2sleeves/carton,,,,NIL,,,,,CFC488,GST,1,1,0,0,93,1,GST,,0,1,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,74.2,,
WMPCASP1W,C/BRD Tray Snack Pack 1 WHT,B,S,I,11591,41071,51081,D7A 250pcs,,,,NIL,,,,MPM Marketing Service,CA-SP1W,GST,1,1,0,0,45.64,1,GST,,0,1,0,0,0,0,0,45.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,24.77,,
CT0086,TA.2 Cup Moulded Fibre CT,B,S,I,11591,41071,51081,2 Cup Moulded Fibre Carry Tray,X,Coffee and cold drink Serve,Cup Carry Trays Eco,NIL,CTN,600/CTN,,Tailored Packaging (WA) Pty Ltd,MF2CT,GST,CTN,1,0,0,69.95,CTN,GST,,0,1,0,0,0,0,0,69.95,67.27,67.27,67.27,67.27,67.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,51.74,,
CT0087,TA.4 Cup Moulded Fibre CT,B,S,I,11591,41071,51081,4 Cup Moulded Fibre Carry Tray,X,Coffee and cold drink Serve,Cup Carry Trays Eco,NIL,CTN,300/CTN,,Tailored Packaging (WA) Pty Ltd,MF4CT,GST,CTN,1,0,0,54.66,CTN,GST,,0,1,0,0,0,0,0,54.66,52.55,52.55,52.55,52.55,52.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,40.43,,
CUT0167,TA.Bioplastic PSM Knife,B,S,I,11591,41071,51081,Premium 70 percent Bioplastic PSM Knife - Natural 165x17,X,Tabletops,Cutlery Eco,NIL,SLV,100/SLV x 10,,Tailored Packaging (WA) Pty Ltd,K6PSM,GST,CTN,10,0,0,4.37,SLV,GST,,0,1,0,0,0,0,0,4.37,4.2,4.2,4.2,4.2,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,32.34,,
CUT0168,TA.Bioplastic PSM Fork,B,S,I,11591,41071,51081,Premium 70 percent Bioplastic PSM Fork - Natural 155x25,X,Tabletops,Cutlery Eco,NIL,SLV,100/SLV x 10,,Tailored Packaging (WA) Pty Ltd,F6PSM,GST,CTN,10,0,0,4.37,SLV,GST,,0,1,0,0,0,0,0,4.37,4.2,4.2,4.2,4.2,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,32.34,,
CUT0169,TA.Bioplastic PSM Spoon,B,S,I,11591,41071,51081,Premium 70 percent Bioplastic PSM Spoon - Natural 145x30,X,Tabletops,Cutlery Eco,NIL,SLV,100/SLV x 10,,Tailored Packaging (WA) Pty Ltd,TS6PSM,GST,CTN,10,0,0,4.37,SLV,GST,,0,1,0,0,0,0,0,4.37,4.2,4.2,4.2,4.2,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,32.34,,
WMPCASP2W,C/BRD Tray Snack Pack 2 WHT,B,S,I,11591,41071,51081,D7A 250pcs,,,,NIL,,,,MPM Marketing Service,CA-SP2W,GST,1,1,0,0,41.13,1,GST,,0,1,0,0,0,0,0,41.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,32.9,,
WMPPSQSGLGE,Glove L,B,S,I,11591,41071,51081,,,,,NIL,,,,MPM Marketing Service,PSQSGLGE,GST,1,1,0,0,37.63,1,GST,,0,1,0,0,0,0,0,37.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,16.46,,
W650H-O,W650H,B,S,I,11410,41012,51012,B11,,,,NIL,,,,,,FRE,1,1,0,0,44.05,1,GST,,0,1,0,0,0,0,0,44.05,46,54,54,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,24.4,,
WJO2210040,BC2 Sanitiser 5L,B,S,I,11591,41071,51081,3X5L/carton,,,,NIL,,,,,,GST,1,1,0,0,42,1,GST,,0,1,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,29.65,,
WMPCAWIPEHDRLBR,Wipe SVC Brown HD,B,S,I,11591,41071,51081,Brown Wipe Roll - 4/CTN,X,,,NIL,CTN,CTN4,,MPM Marketing Service,CA-WIPEHDRL-BR,GST,1,1,0,0,84.91,1,GST,,0,1,0,0,0,0,0,84.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,44,,
CLN0021,OTS.SC002C.. S/Steel Scour 70G,B,S,I,11591,41071,51081,Stainless STEEL SCOUR 70G,X,Cleaning tools,Steel Scour,NIL,UNIT,UNIT,,E.D. Oates Pty Ltd,SC-002C,GST,UNIT,1,0,10,1.37,UNIT,GST,,0,1,0,0,0,0,0,1.37,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,1.01,,
CLN0024,OTS.R31..Anti-Acid LG Gloves,B,S,I,11591,41071,51081,Chemical and Acid Resistance Long Gloves,X,Cleaning tools,Glove,NIL,UNIT,48/CTN,,E.D. Oates Pty Ltd,R31,GST,UNIT,1,0,0,11.91,UNIT,GST,,0,1,0,0,0,0,0,11.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,8.81,,
WOTIW005B,Wringer Bkt Blue 15L(2),B,S,I,11591,41071,51081,2 pcs/ ctn,,,,NIL,,,,E.D. Oates Pty Ltd,IW005B,GST,1,1,0,0,57.62,1,GST,,0,1,0,0,0,0,0,57.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,27.5,,
CLN0019,OTS.IW005Y..MopBucket 15L Yelo,B,S,I,11591,41071,51081,Mop Bucket 15L Yellow\r\n,X,Cleaning tools,Mop Bucket,NIL,UNIT,UNIT,,E.D. Oates Pty Ltd,IW-005Y,GST,UNIT,1,0,0,38.67,UNIT,GST,,0,1,0,0,0,0,0,38.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,28.6,,
CLN0014,OTS.MHCO30-Mophead 600G WHT,B,S,I,11591,41071,51081,NO 30 Mophead (12pcs) 600g 12/CTN\r\n,X,Cleaning tools,Mop Heads,NIL,UNIT,12/CTN,,E.D. Oates Pty Ltd,MH-CO-30,GST,UNIT,1,0,0,18.4,UNIT,GST,,0,1,0,0,0,0,0,18.4,17.7,17.7,17.7,17.7,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,13.61,,
CLN0022,OTS.B11583B.Alum1.5m BluHandle,B,S,I,11505,41021,51021,Aluminium 1.5m Blue Handle,X,Cleaning tools,Mop Handles,NIL,UNIT,UNIT,,E.D. Oates Pty Ltd,B-11583-B,GST,UNIT,1,0,0,14.1,UNIT,GST,,0,1,0,0,0,0,0,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,10.43,,
CLN0010,OTS.SC110V-Yel/Gre Sponge,B,S,I,11591,41071,51081,Yel/Gre Sponge 180/CTN\r\n,X,Cleaning tools,Sponge,NIL,SLV,15/SLV X 12,,E.D. Oates Pty Ltd,SC-110V,GST,SLV,1,0,3,14.72,SLV,GST,,0,1,0,0,0,0,0,14.72,17,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,6.6,,
CLN0011,OTS.WOTSC103V-Green Scour Pad,B,S,I,11591,41071,51081,Green Scour Pad \r\n15/SLV\r\n,X,Cleaning tools,Sponge,NIL,SLV,15/SLV X 12,,E.D. Oates Pty Ltd,SC-103V,GST,SLV,1,0,3,8.92,SLV,GST,,0,1,0,0,0,0,0,8.92,14.08,14.08,14.08,14.08,14.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,6.6,,
WOTPB001,SPRAY BOTTLE 500ML (12),B,S,I,11591,41071,51081,12 PCS/CTN,,,,NIL,,,,E.D. Oates Pty Ltd,,GST,,1,0,0,1.76,,GST,,0,1,0,0,0,0,0,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,1.21,,
WOTPB002,SPRAY BOTTLE 11TR (12),B,S,I,11591,41071,51081,12 PCS/CTN,,,,NIL,,,,E.D. Oates Pty Ltd,,GST,,1,0,0,2.08,,GST,,0,1,0,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,1.43,,
WOTPB003,TRIGGER 1 LITRE (24),B,S,I,11591,41071,51081,24 PCS PER CTN,,,,NIL,,,,E.D. Oates Pty Ltd,,GST,,1,0,0,3.59,,GST,,0,1,0,0,0,0,0,3.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,2.48,,
WOTPB004,TRIGGER 500ML (24),B,S,I,11591,41071,51081,,,,,NIL,,,,E.D. Oates Pty Ltd,,GST,,1,0,0,3.59,,GST,,0,1,0,0,0,0,0,3.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,2.48,,
GL0021,OTS.OTR887..S/LNB RUBB GLV 7,B,S,I,11591,41071,51081,Silver lined RUBB Glove SIZE 7,X,Cleaning tools,Glove,NIL,SLV,6/SLV x 12,,E.D. Oates Pty Ltd,OTR887,GST,SLV,1,0,3,2.57,SLV,GST,,0,1,0,0,0,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,1.9,,
GL0020,OTS.OTR888..S/LND RUBB 8,B,S,I,11591,41071,51081,Silver lined RUBB Glove SIZE 8,X,Cleaning tools,Glove,NIL,SLV,6/SLV x 12,,E.D. Oates Pty Ltd,OTR888,GST,SLV,1,0,3,2.57,SLV,GST,,0,1,0,0,0,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,1.9,,
GL0019,OTS.OTR889..S/LND RUBB 9,B,S,I,11591,41071,51081,Silver lined RUBB Glove SIZE 9,X,Cleaning tools,Glove,NIL,SLV,12/SLV x 12,,E.D. Oates Pty Ltd,OTR889,GST,SLV,1,0,3,2.57,SLV,GST,,0,1,0,0,0,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,1.9,,
GL0022,OTS.OTR8810..S/LND RUBB 10,B,S,I,11591,41071,51081,Silver lined RUBB Glove SIZE 10,X,Cleaning tools,Glove,NIL,SLV,12/SLV x 12,,E.D. Oates Pty Ltd,OTR8810,GST,SLV,1,0,3,2.57,SLV,GST,,0,1,0,0,0,0,0,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,1.9,,
WMPD12SL,LID STRAW SLOTTED FOR 12OZ 1M,B,S,I,11591,41071,51081,,,,,NIL,,,,MPM Marketing Service,D12SL,GST,1,1,0,0,54.33,1,GST,X,0,1,0,0,0,0,0,54.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,43.46,,
WMPD16SL,LID S/SLOT FOR 16/20 OZ X 1000,B,S,I,11591,41071,51081,,,,,NIL,,,,MPM Marketing Service,D16SL,GST,1,1,0,0,68.28,1,GST,X,0,1,0,0,0,0,0,68.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,54.62,,
WMPD16J165FR,CUP FOAM 16OZ FRUITZ X 500,B,S,I,11591,41071,51081,,,,,NIL,,,,MPM Marketing Service,D16J165FR,GST,1,1,0,0,89.21,1,GST,X,0,1,0,0,0,0,0,89.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,71.37,,
WMPD12J165FR,CUP FOAM 12 OZ FRUITZ X 500,B,S,I,11591,41071,51081,,,,,NIL,,,,MPM Marketing Service,D12J165FR,GST,1,1,0,0,63.89,1,GST,X,0,1,0,0,0,0,0,63.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,51.11,,
LW0052,FP.CAGPHF2G..PAPERgroof430x310,B,S,I,11591,41071,51081,PAPER GROOF HF2G 430x310,X,Kitchen,Lunch wrap,NIL,REAM,2000/REAM,,MPM Marketing Service,C-AGPHF2G,GST,REAM,1,0,0,120.9,REAM,GST,,0,1,0,0,0,0,0,120.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,89.42,,
WMPD16EL,LID WHT CAPPA FOR 16OZ X 1000,B,S,I,11591,41071,51081,,,,,NIL,,,,MPM Marketing Service,D16EL,GST,1,1,0,0,72.18,1,GST,X,0,1,0,0,0,0,0,72.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y,57.74,,
CUT0170,TA.Bioplastic PSM Spork,B,S,I,11591,41071,51081,Premium 70 percent Bioplastic PSM Spork - Natural 142x31,X,Tabletops,Cutlery Eco,NIL,SLV,100/SLV x 10,,Tailored Packaging (WA) Pty Ltd,SPK6PSM,GST,CTN,10,0,0,4.37,SLV,GST,,0,1,0,0,0,0,0,4.37,4.2,4.2,4.2,4.2,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,32.34,,
